#id;name;level;target;power
#------------------------------------------------------------
# Misc Mage and Fighter Skills
#------------------------------------------------------------
1239;Hurricane;1;one;49
1239;Hurricane;2;one;52
1239;Hurricane;3;one;55
1239;Hurricane;4;one;58
1239;Hurricane;5;one;61
1239;Hurricane;6;one;65
1239;Hurricane;7;one;68
1239;Hurricane;8;one;72
1239;Hurricane;9;one;75
1239;Hurricane;10;one;78
1235;Hydro Blast;1;one;49
1235;Hydro Blast;2;one;52
1235;Hydro Blast;3;one;55
1235;Hydro Blast;4;one;58
1235;Hydro Blast;5;one;61
1235;Hydro Blast;6;one;65
1235;Hydro Blast;7;one;68
1235;Hydro Blast;8;one;72
1235;Hydro Blast;9;one;75
1235;Hydro Blast;10;one;78
1236;Frost Bolt;1;one;30
1236;Frost Bolt;2;one;31
1236;Frost Bolt;3;one;33
1236;Frost Bolt;4;one;35
1236;Frost Bolt;5;one;37
1236;Frost Bolt;6;one;39
1236;Frost Bolt;7;one;41
1236;Frost Bolt;8;one;43
1236;Frost Bolt;9;one;45
1236;Frost Bolt;10;one;47
1237;Ice Dagger;1;one;28
1237;Ice Dagger;2;one;29
1237;Ice Dagger;3;one;31
1237;Ice Dagger;4;one;33
1237;Ice Dagger;5;one;34
1237;Ice Dagger;6;one;36
1237;Ice Dagger;7;one;38
1237;Ice Dagger;8;one;39
263;Deadly Blow;1;one;1107
263;Deadly Blow;2;one;1176
263;Deadly Blow;3;one;1249
263;Deadly Blow;4;one;1325
263;Deadly Blow;5;one;1405
263;Deadly Blow;6;one;1488
263;Deadly Blow;7;one;1574
263;Deadly Blow;8;one;1664
263;Deadly Blow;9;one;1757
263;Deadly Blow;10;one;1853
263;Deadly Blow;11;one;1953
263;Deadly Blow;12;one;2057
263;Deadly Blow;13;one;2164
263;Deadly Blow;14;one;2274
263;Deadly Blow;15;one;2388
263;Deadly Blow;16;one;2505
263;Deadly Blow;17;one;2625
263;Deadly Blow;18;one;2748
263;Deadly Blow;19;one;2875
263;Deadly Blow;20;one;3004
263;Deadly Blow;21;one;3136
280;Burning Fist;1;one;431
280;Burning Fist;2;one;458
280;Burning Fist;3;one;486
280;Burning Fist;4;one;516
280;Burning Fist;5;one;547
280;Burning Fist;6;one;579
280;Burning Fist;7;one;612
280;Burning Fist;8;one;647
280;Burning Fist;9;one;683
280;Burning Fist;10;one;721
280;Burning Fist;11;one;760
280;Burning Fist;12;one;800
280;Burning Fist;13;one;842
280;Burning Fist;14;one;885
280;Burning Fist;15;one;929
280;Burning Fist;16;one;974
280;Burning Fist;17;one;1021
280;Burning Fist;18;one;1069
280;Burning Fist;19;one;1118
280;Burning Fist;20;one;1169
280;Burning Fist;21;one;1220
281;Soul Breaker;1;one;144
281;Soul Breaker;2;one;153
281;Soul Breaker;3;one;162
281;Soul Breaker;4;one;172
281;Soul Breaker;5;one;183
281;Soul Breaker;6;one;193
281;Soul Breaker;8;one;204
281;Soul Breaker;9;one;216
281;Soul Breaker;10;one;228
281;Soul Breaker;11;one;241
281;Soul Breaker;12;one;254
281;Soul Breaker;13;one;267
281;Soul Breaker;14;one;281
281;Soul Breaker;15;one;295
281;Soul Breaker;16;one;310
281;Soul Breaker;17;one;325
281;Soul Breaker;18;one;341
281;Soul Breaker;19;one;357
281;Soul Breaker;20;one;373
281;Soul Breaker;21;one;390
281;Soul Breaker;22;one;407
284;Hurricane Assault;1;one;501
284;Hurricane Assault;2;one;535
284;Hurricane Assault;3;one;570
284;Hurricane Assault;4;one;607
284;Hurricane Assault;5;one;646
284;Hurricane Assault;6;one;729
284;Hurricane Assault;7;one;773
284;Hurricane Assault;8;one;820
284;Hurricane Assault;9;one;868
284;Hurricane Assault;10;one;918
284;Hurricane Assault;11;one;971
284;Hurricane Assault;12;one;1025
284;Hurricane Assault;13;one;1081
284;Hurricane Assault;14;one;1140
284;Hurricane Assault;15;one;1200
284;Hurricane Assault;16;one;1262
284;Hurricane Assault;17;one;1327
284;Hurricane Assault;18;one;1393
284;Hurricane Assault;19;one;1461
284;Hurricane Assault;20;one;1531
284;Hurricane Assault;21;one;1603
284;Hurricane Assault;22;one;1677
284;Hurricane Assault;23;one;1753
284;Hurricane Assault;24;one;1830
28;Hate;1;one;655
28;Hate;2;one;678
28;Hate;3;one;702
28;Hate;4;one;752
28;Hate;5;one;777
28;Hate;6;one;803
28;Hate;7;one;855
28;Hate;8;one;882
28;Hate;9;one;909
28;Hate;10;one;965
28;Hate;11;one;993
28;Hate;12;one;1021
28;Hate;13;one;1078
28;Hate;14;one;1107
28;Hate;15;one;1136
28;Hate;16;one;1166
28;Hate;17;one;1195
28;Hate;18;one;1224
28;Hate;19;one;1254
28;Hate;20;one;1283
28;Hate;21;one;1312
28;Hate;22;one;1342
28;Hate;23;one;1371
28;Hate;24;one;1400
28;Hate;25;one;1428
28;Hate;26;one;1457
28;Hate;27;one;1485
28;Hate;28;one;1513
28;Hate;29;one;1541
28;Hate;30;one;1568
28;Hate;31;one;1595
28;Hate;32;one;1621
28;Hate;33;one;1647
70;Drain Energy;1;one;20
70;Drain Energy;2;one;22
70;Drain Energy;3;one;24
70;Drain Energy;4;one;26
70;Drain Energy;5;one;28
70;Drain Energy;6;one;29
70;Drain Energy;7;one;31
70;Drain Energy;8;one;33
70;Drain Energy;9;one;34
70;Drain Energy;10;one;35
70;Drain Energy;11;one;38
70;Drain Energy;12;one;39
70;Drain Energy;13;one;40
70;Drain Energy;14;one;43
70;Drain Energy;15;one;44
70;Drain Energy;16;one;46
70;Drain Energy;17;one;49
70;Drain Energy;18;one;50
70;Drain Energy;19;one;52
70;Drain Energy;20;one;53
70;Drain Energy;21;one;55
70;Drain Energy;22;one;57
70;Drain Energy;23;one;58
70;Drain Energy;24;one;60
70;Drain Energy;25;one;61
70;Drain Energy;26;one;63
70;Drain Energy;27;one;65
70;Drain Energy;28;one;66
70;Drain Energy;29;one;68
70;Drain Energy;30;one;70
70;Drain Energy;31;one;72
70;Drain Energy;32;one;73
70;Drain Energy;33;one;75
70;Drain Energy;34;one;77
70;Drain Energy;35;one;78
70;Drain Energy;36;one;80
70;Drain Energy;37;one;82
4;Dash;1;self;1
4;Dash;2;self;1
21;Poison Recovery;1;one;3
21;Poison Recovery;2;one;7
61;Cure Bleeding;1;one;3
61;Cure Bleeding;2;one;7
77;Attack Aura;1;self;1
77;Attack Aura;2;self;2
78;War Cry;1;self;1
78;War Cry;2;self;2
82;Majesty;1;one;1
82;Majesty;2;one;1
82;Majesty;3;one;1
91;Defence Aura;1;self;1
91;Defence Aura;2;self;2
92;Shield Stun;1;one;1
92;Shield Stun;2;one;2
92;Shield Stun;3;one;3
92;Shield Stun;4;one;4
92;Shield Stun;5;one;5
92;Shield Stun;6;one;6
92;Shield Stun;7;one;7
92;Shield Stun;8;one;8
92;Shield Stun;9;one;9
92;Shield Stun;10;one;10
92;Shield Stun;11;one;11
92;Shield Stun;12;one;12
92;Shield Stun;13;one;13
92;Shield Stun;14;one;14
92;Shield Stun;15;one;15
92;Shield Stun;16;one;16
92;Shield Stun;17;one;17
92;Shield Stun;18;one;18
92;Shield Stun;19;one;19
92;Shield Stun;20;one;20
92;Shield Stun;21;one;21
92;Shield Stun;22;one;22
92;Shield Stun;23;one;23
92;Shield Stun;24;one;24
92;Shield Stun;25;one;25
92;Shield Stun;26;one;26
92;Shield Stun;27;one;27
92;Shield Stun;28;one;28
92;Shield Stun;29;one;29
92;Shield Stun;30;one;30
92;Shield Stun;31;one;31
92;Shield Stun;32;one;32
92;Shield Stun;33;one;33
92;Shield Stun;34;one;34
92;Shield Stun;35;one;35
92;Shield Stun;36;one;36
99;Rapid Shot;1;one;1
99;Rapid Shot;2;one;2
101;Stun Shot;1;one;287
101;Stun Shot;2;one;306
101;Stun Shot;3;one;326
101;Stun Shot;4;one;369
101;Stun Shot;5;one;392
101;Stun Shot;6;one;417
101;Stun Shot;7;one;442
101;Stun Shot;8;one;469
101;Stun Shot;9;one;496
101;Stun Shot;10;one;525
101;Stun Shot;11;one;555
101;Stun Shot;12;one;586
101;Stun Shot;13;one;618
101;Stun Shot;14;one;651
101;Stun Shot;15;one;686
101;Stun Shot;16;one;722
101;Stun Shot;17;one;758
101;Stun Shot;18;one;796
101;Stun Shot;19;one;835
101;Stun Shot;20;one;875
101;Stun Shot;21;one;916
101;Stun Shot;22;one;959
101;Stun Shot;23;one;1002
101;Stun Shot;24;one;1046
102;Entangle;1;one;1
102;Entangle;2;one;2
102;Entangle;3;one;3
105;Freezing Strike;1;one;26
105;Freezing Strike;2;one;28
105;Freezing Strike;3;one;30
105;Freezing Strike;4;one;31
105;Freezing Strike;5;one;33
105;Freezing Strike;6;one;34
105;Freezing Strike;7;one;36
105;Freezing Strike;8;one;37
105;Freezing Strike;9;one;39
105;Freezing Strike;10;one;40
105;Freezing Strike;11;one;42
105;Freezing Strike;12;one;43
105;Freezing Strike;13;one;45
105;Freezing Strike;14;one;46
105;Freezing Strike;15;one;48
105;Freezing Strike;16;one;49
112;Deflect Arrow;1;self;1
112;Deflect Arrow;2;self;2
112;Deflect Arrow;3;self;3
112;Deflect Arrow;4;self;4
113;Long Shot;1;self;1
113;Long Shot;2;self;2
115;Power Break;1;one;1
115;Power Break;2;one;2
118;Magician's Movement;1;self;1
121;Battle Roar;1;self;1
121;Battle Roar;2;self;2
121;Battle Roar;3;self;3
121;Battle Roar;4;self;4
129;Poison;1;one;3
129;Poison;2;one;5
129;Poison;3;one;7
137;Critical Chance;1;self;1
137;Critical Chance;2;self;2
137;Critical Chance;3;self;3
226;Relax;1;self;1
163;Spellcraft;1;self;1
164;Quick Recovery;1;self;1
164;Quick Recovery;2;self;1
164;Quick Recovery;3;self;1
168;Boost Attack Speed;1;self;1
168;Boost Attack Speed;2;self;1
168;Boost Attack Speed;3;self;1
169;Quick Step;1;one;1
169;Quick Step;2;one;1
191;Focus Mind;1;one;1
191;Focus Mind;2;one;1
191;Focus Mind;3;one;1
191;Focus Mind;4;one;1
193;Critical Power;1;one;1
193;Critical Power;2;one;1
193;Critical Power;3;one;1
194;Lucky;1;self;1
198;Boost Evasion;1;self;1
198;Boost Evasion;2;self;1
198;Boost Evasion;3;self;1
228;Fast Spell Casting;1;self;1
228;Fast Spell Casting;2;self;1
228;Fast Spell Casting;3;self;1
229;Fast Mana Recovery;1;self;1
229;Fast Mana Recovery;2;self;1
229;Fast Mana Recovery;3;self;1
229;Fast Mana Recovery;4;self;1
230;Sprint;1;one;1
230;Sprint;2;one;1
246;Seal of Ruler;1;self;1
239;Expertise S;1;self;1
239;Expertise S;2;self;1
239;Expertise S;3;self;1
239;Expertise S;4;self;1
239;Expertise S;5;self;1
211;Boost HP;1;self;1
211;Boost HP;2;self;1
211;Boost HP;3;self;1
211;Boost HP;4;self;1
211;Boost HP;5;self;1
211;Boost HP;6;self;1
212;Fast HP Recovery;1;one;1
212;Fast HP Recovery;2;one;1
212;Fast HP Recovery;3;one;1
212;Fast HP Recovery;4;one;1
212;Fast HP Recovery;5;one;1
212;Fast HP Recovery;6;one;1
213;Boost Mana;1;one;1
213;Boost Mana;2;one;1
213;Boost Mana;3;one;1
213;Boost Mana;4;one;1
213;Boost Mana;5;one;1
214;Mana Recovery;1;one;1
1012;Cure Poison;1;one;1
1012;Cure Poison;2;one;1
1013;Recharge;1;one;25
1013;Recharge;2;one;26
1013;Recharge;3;one;29
1013;Recharge;4;one;30
1013;Recharge;5;one;33
1013;Recharge;6;one;35
1013;Recharge;7;one;37
1013;Recharge;8;one;39
1013;Recharge;9;one;41
1013;Recharge;10;one;43
1013;Recharge;11;one;45
1013;Recharge;12;one;47
1013;Recharge;13;one;49
1013;Recharge;14;one;51
1031;Disrupt Undead;1;one;19
1031;Disrupt Undead;2;one;21
1031;Disrupt Undead;3;one;24
1031;Disrupt Undead;4;one;25
1031;Disrupt Undead;5;one;28
1031;Disrupt Undead;6;one;30
1031;Disrupt Undead;7;one;33
1031;Disrupt Undead;8;one;36
1033;Resist Poison;1;one;1
1033;Resist Poison;2;one;1
1033;Resist Poison;3;one;1
1040;Shield;1;one;1
1040;Shield;2;one;1
1040;Shield;3;one;1
1044;Regeneration;1;one;1
1044;Regeneration;2;one;1
1044;Regeneration;3;one;1
1059;Greater Empower;1;one;1
1059;Greater Empower;2;one;1
1059;Greater Empower;3;one;1
1062;Berserker Spirit;1;one;1
1062;Berserker Spirit;2;one;1
1068;Might;1;one;1
1068;Might;2;one;1
1068;Might;3;one;1
1069;Sleep;1;one;1
1069;Sleep;2;one;1
1069;Sleep;3;one;1
1069;Sleep;4;one;1
1069;Sleep;5;one;1
1069;Sleep;6;one;1
1069;Sleep;7;one;1
1069;Sleep;8;one;1
1069;Sleep;9;one;1
1069;Sleep;10;one;1
1069;Sleep;11;one;1
1069;Sleep;12;one;1
1069;Sleep;13;one;1
1069;Sleep;14;one;1
1069;Sleep;15;one;1
1069;Sleep;16;one;1
1069;Sleep;17;one;1
1069;Sleep;18;one;1
1069;Sleep;19;one;1
1069;Sleep;20;one;1
1069;Sleep;21;one;1
1069;Sleep;22;one;1
1069;Sleep;23;one;1
1069;Sleep;24;one;1
1077;Focus;1;one;1
1077;Focus;2;one;1
1077;Focus;3;one;1
1078;Greater Concentration;1;one;1
1078;Greater Concentration;2;one;1
1078;Greater Concentration;3;one;1
1078;Greater Concentration;4;one;1
1083;Surrenders To Fire;1;one;1
1083;Surrenders To Fire;2;one;1
1085;Greater Acumen;1;one;1
1085;Greater Acumen;2;one;1
1085;Greater Acumen;3;one;1
1087;Agility;1;one;1
1087;Agility;2;one;1
1087;Agility;3;one;1
1147;Vampiric Touch;1;one;18
1147;Vampiric Touch;2;one;21
1147;Vampiric Touch;3;one;23
1147;Vampiric Touch;4;one;26
1147;Vampiric Touch;5;one;29
1147;Vampiric Touch;6;one;32
1160;Slow;1;one;1
1160;Slow;2;one;1
1160;Slow;3;one;1
1164;Curse:Weakness;1;one;1
1164;Curse:Weakness;2;one;1
1167;Poisonous Cloud;1;one;1
1167;Poisonous Cloud;2;one;1
1167;Poisonous Cloud;3;one;1
1167;Poisonous Cloud;4;one;1
1168;Curse:Poison;1;one;1
1168;Curse:Poison;2;one;1
1168;Curse:Poison;3;one;1
1168;Curse:Poison;4;one;1
1168;Curse:Poison;5;one;1
1172;Aura Burn;1;one;19
1172;Aura Burn;2;one;21
1172;Aura Burn;3;one;24
1172;Aura Burn;4;one;25
1172;Aura Burn;5;one;28
1172;Aura Burn;6;one;30
1172;Aura Burn;7;one;33
1172;Aura Burn;8;one;36
1175;Aqua Swirl;1;one;23
1175;Aqua Swirl;2;one;26
1175;Aqua Swirl;3;one;29
1175;Aqua Swirl;4;one;32
1175;Aqua Swirl;5;one;35
1175;Aqua Swirl;6;one;38
1175;Aqua Swirl;7;one;42
1175;Aqua Swirl;8;one;44
1177;Wind Strike;1;one;12
1177;Wind Strike;2;one;13
1177;Wind Strike;3;one;15
1177;Wind Strike;4;one;18
1177;Wind Strike;5;one;21
1178;Twister;1;one;23
1178;Twister;2;one;26
1178;Twister;3;one;29
1178;Twister;4;one;32
1178;Twister;5;one;35
1178;Twister;6;one;38
1178;Twister;7;one;42
1178;Twister;8;one;44
1181;Flame Strike;1;one;13
1181;Flame Strike;2;one;16
1181;Flame Strike;3;one;19
1182;Resist Aqua;1;one;1
1182;Resist Aqua;2;one;1
1182;Resist Aqua;3;one;1
1184;Ice Bolt;1;one;8
1184;Ice Bolt;2;one;9
1184;Ice Bolt;3;one;11
1184;Ice Bolt;4;one;13
1184;Ice Bolt;5;one;14
1184;Ice Bolt;6;one;16
1189;Resist Wind;1;one;1
1189;Resist Wind;2;one;1
1189;Resist Wind;3;one;1
1191;Resist Fire;1;one;1
1191;Resist Fire;2;one;1
1191;Resist Fire;3;one;1
1201;Dryad Root;1;one;1
1201;Dryad Root;2;one;1
1201;Dryad Root;3;one;1
1201;Dryad Root;4;one;1
1201;Dryad Root;5;one;1
1201;Dryad Root;6;one;1
1201;Dryad Root;7;one;1
1201;Dryad Root;8;one;1
1201;Dryad Root;9;one;1
1201;Dryad Root;10;one;1
1201;Dryad Root;11;one;1
1201;Dryad Root;12;one;1
1201;Dryad Root;13;one;1
1201;Dryad Root;14;one;1
1201;Dryad Root;15;one;1
1201;Dryad Root;16;one;1
1201;Dryad Root;17;one;1
1201;Dryad Root;18;one;1
1201;Dryad Root;19;one;1
1201;Dryad Root;20;one;1
1201;Dryad Root;21;one;1
1201;Dryad Root;22;one;1
1201;Dryad Root;23;one;1
1201;Dryad Root;24;one;1
1204;Wind Walk;1;one;1
1204;Wind Walk;2;one;1
1206;Wind Shackle;1;one;1
1206;Wind Shackle;2;one;1
1206;Wind Shackle;3;one;1
1206;Wind Shackle;4;one;1
1206;Wind Shackle;5;one;1
1220;Blaze;1;one;23
1220;Blaze;2;one;26
1220;Blaze;3;one;29
1220;Blaze;4;one;32
1220;Blaze;5;one;35
1220;Blaze;6;one;38
1220;Blaze;7;one;42
1220;Blaze;8;one;44
1222;Curse Chaos;1;one;1
1222;Curse Chaos;2;one;1
1222;Curse Chaos;3;one;1
1223;Surrender To Earth;1;one;1
1223;Surrender To Earth;2;one;1
1224;Surrender To Poison;1;one;1
1224;Surrender To Poison;2;one;1
148;Vital Force;1;one;1
148;Vital Force;2;one;1
148;Vital Force;3;one;1
148;Vital Force;4;one;1
148;Vital Force;5;one;1
148;Vital Force;6;one;1
171;Esprit;1;one;1
171;Esprit;2;one;1
171;Esprit;3;one;1
171;Esprit;4;one;1
171;Esprit;5;one;1
225;Acrobatic Move;1;one;1
225;Acrobatic Move;2;one;1
225;Acrobatic Move;3;one;1
1043;Holy Weapon;1;one;1
100;Stun Attack;1;one;30
100;Stun Attack;2;one;33
100;Stun Attack;3;one;35
100;Stun Attack;4;one;41
100;Stun Attack;5;one;44
100;Stun Attack;6;one;48
100;Stun Attack;7;one;55
100;Stun Attack;8;one;59
100;Stun Attack;9;one;64
100;Stun Attack;10;one;73
100;Stun Attack;11;one;79
100;Stun Attack;12;one;84
100;Stun Attack;13;one;96
100;Stun Attack;14;one;102
100;Stun Attack;15;one;109
1035;Mental Aegis;1;one;1
1035;Mental Aegis;2;one;1
1035;Mental Aegis;3;one;1
1035;Mental Aegis;4;one;1
247;Build Headquarters;1;one;1
2;Confusion;1;one;1
2;Confusion;2;one;1
2;Confusion;3;one;1
15;Charm;1;one;132
15;Charm;2;one;137
15;Charm;3;one;142
15;Charm;4;one;153
15;Charm;5;one;159
15;Charm;6;one;164
15;Charm;7;one;176
15;Charm;8;one;182
15;Charm;9;one;188
15;Charm;10;one;200
15;Charm;11;one;206
15;Charm;12;one;213
15;Charm;13;one;225
15;Charm;14;one;232
15;Charm;15;one;239
15;Charm;16;one;252
15;Charm;17;one;259
15;Charm;18;one;266
15;Charm;19;one;272
15;Charm;20;one;279
15;Charm;21;one;286
15;Charm;22;one;293
15;Charm;23;one;300
15;Charm;24;one;307
15;Charm;25;one;313
15;Charm;26;one;320
15;Charm;27;one;327
15;Charm;28;one;334
15;Charm;29;one;340
15;Charm;30;one;347
15;Charm;31;one;353
15;Charm;32;one;360
15;Charm;33;one;366
15;Charm;34;one;373
15;Charm;35;one;379
15;Charm;36;one;385
27;Unlock;1;one;1
27;Unlock;2;one;1
27;Unlock;3;one;1
27;Unlock;4;one;1
27;Unlock;5;one;1
27;Unlock;6;one;1
27;Unlock;7;one;1
27;Unlock;8;one;1
27;Unlock;9;one;1
34;Bandage;1;one;1
34;Bandage;2;one;1
50;Focus Force;1;one;1
50;Focus Force;2;one;1
50;Focus Force;3;one;1
50;Focus Force;4;one;1
54;Force Blaster;1;one;143
54;Force Blaster;2;one;154
54;Force Blaster;3;one;166
54;Force Blaster;4;one;193
54;Force Blaster;5;one;207
54;Force Blaster;6;one;222
54;Force Blaster;7;one;256
54;Force Blaster;8;one;274
54;Force Blaster;9;one;293
54;Force Blaster;10;one;334
54;Force Blaster;11;one;357
54;Force Blaster;12;one;380
54;Force Blaster;13;one;431
54;Force Blaster;14;one;458
54;Force Blaster;15;one;486
54;Force Blaster;16;one;516
54;Force Blaster;17;one;547
54;Force Blaster;18;one;579
54;Force Blaster;19;one;612
54;Force Blaster;20;one;647
54;Force Blaster;21;one;683
54;Force Blaster;22;one;721
54;Force Blaster;23;one;760
54;Force Blaster;24;one;800
54;Force Blaster;25;one;842
54;Force Blaster;26;one;885
54;Force Blaster;27;one;929
54;Force Blaster;28;one;974
54;Force Blaster;29;one;1021
54;Force Blaster;30;one;1069
54;Force Blaster;31;one;1118
54;Force Blaster;32;one;1169
54;Force Blaster;33;one;1220
76;Totem Spirit Bear;1;self;1
83;Totem Spirit Wolf;1;self;1
94;Rage;1;one;1
94;Rage;2;one;1
95;Cripple;1;one;1
95;Cripple;2;one;1
95;Cripple;3;one;1
96;Bleed;1;one;1
96;Bleed;2;one;1
96;Bleed;3;one;1
96;Bleed;4;one;1
120;Stunning Fist;1;one;38
120;Stunning Fist;2;one;41
120;Stunning Fist;3;one;44
120;Stunning Fist;4;one;51
120;Stunning Fist;5;one;55
120;Stunning Fist;6;one;60
120;Stunning Fist;7;one;69
120;Stunning Fist;8;one;74
120;Stunning Fist;9;one;80
120;Stunning Fist;10;one;92
120;Stunning Fist;11;one;98
120;Stunning Fist;12;one;105
120;Stunning Fist;13;one;120
120;Stunning Fist;14;one;128
120;Stunning Fist;15;one;136
134;Toughness;1;self;1
139;Guts;1;one;1
139;Guts;2;one;1
139;Guts;3;one;1
172;Create Item;1;self;1
172;Create Item;2;self;1
172;Create Item;3;self;1
172;Create Item;4;self;1
172;Create Item;5;self;1
172;Create Item;6;self;1
172;Create Item;7;self;1
172;Create Item;8;self;1
173;Acrobat;1;self;1
173;Acrobat;2;self;1
176;Frenzy;1;self;1
176;Frenzy;2;self;1
176;Frenzy;3;self;1
195;Boost Breath;1;self;1
195;Boost Breath;2;self;1
223;Sting;1;one;41
223;Sting;2;one;44
223;Sting;3;one;48
223;Sting;4;one;55
223;Sting;5;one;59
223;Sting;6;one;64
223;Sting;7;one;73
223;Sting;8;one;79
